11:15:07	380	12496
11:15:09	380	12490
11:15:11	390	12495
11:15:11	390	12493
11:15:17	380	12492
11:15:20	390	12492
11:15:21	390	12491
11:15:22	390	12486
11:15:23	400	12490
11:15:24	390	12493
11:15:26	380	12494
11:15:27	540	12471
11:15:29	380	12489
11:15:36	390	12497
11:15:37	390	12486
11:15:37	390	12493
11:15:41	390	12493
11:15:42	390	12502
11:15:49	390	12487
11:15:50	390	12494
11:15:53	390	12496
11:15:55	390	12511
11:15:57	390	12489
11:15:59	390	12505
11:15:59	390	12497
11:16:00	390	12497
11:16:02	400	12507
11:16:04	390	12502
11:16:05	390	12493
11:16:08	390	12499
11:16:10	750	12451
11:16:14	400	12491
11:16:14	380	12496
11:16:21	390	12497
11:16:22	390	12496
11:16:25	390	12512
11:16:26	400	12506
11:16:28	430	12486
11:16:30	400	12492
11:16:31	400	12492
11:16:32	410	12492
11:16:34	400	12496
11:16:35	400	12490
11:16:36	400	12497
11:16:37	410	12487
11:16:40	410	12485
11:16:42	400	12488
11:16:45	390	12495
11:16:46	400	12496
11:16:48	390	12493
11:16:52	390	12494
11:16:57	390	12495
11:17:01	390	12493
11:17:02	400	12492
11:17:05	390	12494
11:17:06	390	12494
11:17:08	380	12494
11:17:10	400	12496
11:17:12	380	12500
11:17:15	390	12489
11:17:21	390	12494
11:17:23	380	12493
11:17:23	350	12481
11:17:23	400	12486
11:17:28	390	12488
11:17:32	400	12488
11:17:33	370	12482
11:17:34	380	12492
11:17:35	370	12489
11:17:35	390	12487
11:17:38	400	12491
11:17:41	390	12490
11:17:43	390	12497
11:17:43	400	12491
11:17:46	390	12493
11:17:49	390	12491
11:17:54	390	12483
11:17:58	390	12479
11:18:02	380	12482
11:18:03	380	12489
11:18:04	410	12490
11:18:06	430	12483
11:18:11	380	12492
11:18:13	400	12488
11:18:14	350	12483
11:18:16	390	12487
11:18:21	390	12488
11:18:24	1160	12386
11:18:25	400	12486
11:18:27	390	12493
11:18:29	400	12481
11:18:31	390	12488
11:18:33	390	12481
11:18:36	400	12486
11:18:40	400	12488
11:18:41	390	12479
11:18:42	430	12484
11:18:43	390	12487
11:18:44	410	12480
11:18:46	380	12489
11:18:46	400	12488
11:18:48	380	12493
11:18:51	380	12483
11:18:54	400	12479
11:18:54	410	12492
11:18:57	410	12483
11:18:59	380	12484
11:19:01	370	12487
11:19:03	400	12483
11:19:05	400	12492
11:19:08	390	12486
11:19:10	440	12480
11:19:11	380	12489
11:19:13	390	12484
11:19:15	4240	12011
11:19:16	3230	12149
11:19:16	2160	12253
11:19:16	2600	12192
11:19:21	3100	12134
11:19:21	3390	12102
11:19:21	3620	12063
11:19:25	3720	12063
11:19:27	3750	12048
11:19:29	3760	12035
11:19:32	4010	12005
11:19:34	4060	11997
11:19:36	3960	12006
11:19:37	3900	12009
11:19:39	3870	12020
11:19:42	3560	12054
11:19:42	3530	12057
11:19:42	3560	12055
11:19:46	3530	12056
11:19:49	3480	12061
11:19:50	3530	12065
11:19:50	3750	12022
11:19:54	3720	12025
11:19:54	1430	12297
11:19:56	610	12404
11:19:57	4790	11896
11:19:57	5860	11750
11:20:00	5140	11842
11:20:03	3580	12016
11:20:04	3520	12025
11:20:05	3870	11987
11:20:07	4290	11935
11:20:09	4400	11919
11:20:09	4380	11949
11:20:10	4340	11945
11:20:13	4170	11959
11:20:14	4210	11939
11:20:18	4270	11944
11:20:21	4260	11938
11:20:24	4240	11927
11:20:26	4260	11914
11:20:26	4180	11944
11:20:29	4260	11918
11:20:30	4280	11931
11:20:31	4290	11922
11:20:32	4320	11922
11:20:34	4300	11907
11:20:36	4340	11929
11:20:36	4340	11896
11:20:39	4530	11885
11:20:41	4250	11914
11:20:41	4410	11896
11:20:41	4610	11875
11:20:46	4420	11897
11:20:48	4540	11880
11:20:49	4560	11877
11:20:51	4450	11877
11:20:51	4420	11892
11:20:53	4460	11893
11:20:53	4640	11868
11:20:56	4580	11866
11:20:58	4700	11863
11:20:58	4780	11848
11:20:58	5000	11821
11:21:02	5010	11815
11:21:02	5070	11794
11:21:05	5130	11788
11:21:06	5130	11788
11:21:06	5340	11759
11:21:10	5680	11732
11:21:10	5530	11732
11:21:10	5770	11693
11:21:13	5980	11681
11:21:15	5900	11682
11:21:15	5690	11715
11:21:18	5620	11733
11:21:19	5500	11741
11:21:19	5390	11748
11:21:21	5610	11731
11:21:23	5440	11751
11:21:24	5150	11792
11:21:25	5140	11774
11:21:25	5320	11744
11:21:27	5100	11780
11:21:28	5190	11775
11:21:29	1080	12259
11:21:30	460	12333
11:21:33	4300	11877
11:21:34	5830	11673
11:21:34	2090	12144
11:21:34	3800	11941
11:21:34	3510	11975
11:21:42	3230	12001
11:21:44	3070	12013
11:21:44	3160	12004
11:21:47	3280	11986
11:21:47	3400	11976
11:21:51	3450	11962
11:21:52	3350	11977
11:21:53	3320	11979
11:21:55	3360	11972
11:21:56	3260	11984
11:21:56	880	12275
11:21:57	620	12304
11:22:00	1000	12254
11:22:02	2420	12095
11:22:03	3060	12010
11:22:05	3200	11984
11:22:07	3640	11964
11:22:07	3620	11944
11:22:10	3720	11929
11:22:12	3760	11924
11:22:12	3660	11948
11:22:14	3560	11938
11:22:16	3600	11934
11:22:19	3570	11931
11:22:19	3570	11932
11:22:21	3680	11911
11:22:21	3720	11927
11:22:25	3880	11901
11:22:25	3900	11877
11:22:28	3780	11900
11:22:28	3780	11882
11:22:28	3720	11910
11:22:28	3840	11890
11:22:28	3930	11882
11:22:36	3870	11878
11:22:40	3840	11896
11:22:41	3820	11870
11:22:41	3880	11872
11:22:44	3900	11881
11:22:48	3710	11891
11:22:49	3670	11900
11:22:51	3720	11896
11:22:54	3740	11902
11:22:57	3840	11881
11:22:57	3850	11868
11:22:57	3820	11875
11:22:57	3940	11859
11:23:06	4000	11856
11:23:06	3970	11844
11:23:11	3910	11863
11:23:12	3930	11838
11:23:12	4030	11855
11:23:12	3950	11868
11:23:18	3760	11878
11:23:18	3860	11867
11:23:19	4020	11831
11:23:19	4080	11829
11:23:21	4060	11829
11:23:24	3990	11836
11:23:25	1070	12193
11:23:29	530	12264
11:23:29	2890	11959
11:23:29	3070	11949
11:23:29	3080	11941
11:23:29	3260	11938
11:23:38	3420	11922
11:23:42	3640	11885
11:23:42	3540	11895
11:23:42	3530	11905
11:23:48	3500	11898
11:23:51	400	12275
11:23:52	1540	12120
11:23:53	6270	11545
11:23:58	3400	11870
11:23:58	3590	11866
11:24:02	3930	11833
11:24:02	4520	11779
11:24:02	4620	11763
11:24:05	4880	11729
11:24:07	4600	11749
11:24:07	4690	11749
11:24:09	4910	11725
11:24:09	5100	11685
11:24:14	5370	11653
11:24:14	5260	11674
11:24:20	4950	11705
11:24:21	4730	11722
11:24:23	4650	11729
